Date,Commodity,Sector,Closing Price
9/18/2018,Gasoline,Energy,1.99
9/18/2018,Gold,Precious Metals,1202.90
9/18/2018,Heating Oil,Energy,2.24
9/18/2018,Natural Gas,Energy,2.19
9/18/2018,Platinum,Precious Metals,814.90
9/18/2018,Rice,Agriculture,10.30
9/18/2018,Silver,Precious Metals,14.19
9/18/2018,Soybeans,Agriculture,823.50
9/18/2018,Wheat,Agriculture,506.25
9/19/2018,Crude Oil,Energy,69.71
9/19/2018,Gasoline,Energy,2.02
9/19/2018,Gold,Precious Metals,1202.20
9/19/2018,Heating Oil,Energy,2.25
9/19/2018,Natural Gas,Energy,2.23
9/19/2018,Platinum,Precious Metals,820.70
9/19/2018,Rice,Agriculture,10.05
9/19/2018,Silver,Precious Metals,14.19
9/19/2018,Soybeans,Agriculture,814.00
9/19/2018,Wheat,Agriculture,510.50
9/20/2018,Crude Oil,Energy,71.39
9/20/2018,Gasoline,Energy,2.00
9/20/2018,Gold,Precious Metals,1211.30
9/20/2018,Heating Oil,Energy,2.23
9/20/2018,Natural Gas,Energy,2.22
9/20/2018,Platinum,Precious Metals,834.20
9/20/2018,Rice,Agriculture,9.80
9/20/2018,Silver,Precious Metals,14.31
9/20/2018,Soybeans,Agriculture,830.00
9/20/2018,Wheat,Agriculture,522.50
9/21/2018,Crude Oil,Energy,70.20
9/21/2018,Gasoline,Energy,2.00
9/21/2018,Gold,Precious Metals,1201.30
9/21/2018,Heating Oil,Energy,2.23
9/21/2018,Natural Gas,Energy,2.30
9/21/2018,Platinum,Precious Metals,832.90
9/21/2018,Rice,Agriculture,9.88
9/21/2018,Silver,Precious Metals,14.36
9/21/2018,Soybeans,Agriculture,850.25
9/21/2018,Wheat,Agriculture,524.00
9/24/2018,Crude Oil,Energy,71.14
9/24/2018,Gasoline,Energy,2.04
9/24/2018,Gold,Precious Metals,1204.40
9/24/2018,Heating Oil,Energy,2.29
9/24/2018,Natural Gas,Energy,2.27
9/24/2018,Platinum,Precious Metals,832.70
9/24/2018,Rice,Agriculture,9.88
9/24/2018,Silver,Precious Metals,14.34
9/24/2018,Soybeans,Agriculture,847.25
9/24/2018,Wheat,Agriculture,521.75
9/25/2018,Crude Oil,Energy,72.25
9/25/2018,Gasoline,Energy,2.06
9/25/2018,Gold,Precious Metals,1205.10
9/25/2018,Heating Oil,Energy,2.31
9/25/2018,Natural Gas,Energy,2.42
9/25/2018,Platinum,Precious Metals,826.20
9/25/2018,Rice,Agriculture,9.83
9/25/2018,Silver,Precious Metals,14.49
9/25/2018,Soybeans,Agriculture,841.00
9/25/2018,Wheat,Agriculture,527.00
9/26/2018,Crude Oil,Energy,72.09
9/26/2018,Gasoline,Energy,2.05
9/26/2018,Gold,Precious Metals,1199.10
9/26/2018,Heating Oil,Energy,2.30
9/26/2018,Natural Gas,Energy,2.45
9/26/2018,Platinum,Precious Metals,829.10
9/26/2018,Rice,Agriculture,9.88
9/26/2018,Silver,Precious Metals,14.40
9/26/2018,Soybeans,Agriculture,845.75
9/26/2018,Wheat,Agriculture,520.75
9/27/2018,Crude Oil,Energy,72.01
9/27/2018,Gasoline,Energy,2.08
9/27/2018,Gold,Precious Metals,1182.30
9/27/2018,Heating Oil,Energy,2.32
9/27/2018,Natural Gas,Energy,2.42
9/27/2018,Platinum,Precious Metals,810.30
9/27/2018,Rice,Agriculture,9.79
9/27/2018,Silver,Precious Metals,14.20
9/27/2018,Soybeans,Agriculture,850.00
9/27/2018,Wheat,Agriculture,517.50
9/28/2018,Crude Oil,Energy,72.18
9/28/2018,Gasoline,Energy,2.09
9/28/2018,Gold,Precious Metals,1196.20
9/28/2018,Heating Oil,Energy,2.35
9/28/2018,Natural Gas,Energy,2.33
9/28/2018,Platinum,Precious Metals,822.40
9/28/2018,Rice,Agriculture,9.79
9/28/2018,Silver,Precious Metals,14.71
9/28/2018,Soybeans,Agriculture,855.00
9/28/2018,Wheat,Agriculture,513.00
10/1/2018,Crude Oil,Energy,73.29
10/1/2018,Gasoline,Energy,2.13
10/1/2018,Gold,Precious Metals,1191.70
10/1/2018,Heating Oil,Energy,2.41
10/1/2018,Natural Gas,Energy,2.42
10/1/2018,Platinum,Precious Metals,827.90
10/1/2018,Rice,Agriculture,9.78
10/1/2018,Silver,Precious Metals,14.51
10/1/2018,Soybeans,Agriculture,845.50
10/1/2018,Wheat,Agriculture,509.00
10/2/2018,Crude Oil,Energy,75.42
10/2/2018,Gasoline,Energy,2.13
10/2/2018,Gold,Precious Metals,1207.00
10/2/2018,Heating Oil,Energy,2.41
10/2/2018,Natural Gas,Energy,2.42
10/2/2018,Platinum,Precious Metals,833.50
10/2/2018,Rice,Agriculture,10.14
10/2/2018,Silver,Precious Metals,14.69
10/2/2018,Soybeans,Agriculture,857.75
10/2/2018,Wheat,Agriculture,509.50
10/3/2018,Crude Oil,Energy,75.12
10/3/2018,Gasoline,Energy,2.14
10/3/2018,Gold,Precious Metals,1202.90
10/3/2018,Heating Oil,Energy,2.44
10/3/2018,Natural Gas,Energy,2.43
10/3/2018,Platinum,Precious Metals,835.70
10/3/2018,Rice,Agriculture,10.27
10/3/2018,Silver,Precious Metals,14.67
10/3/2018,Soybeans,Agriculture,866.00
10/3/2018,Wheat,Agriculture,519.25
10/4/2018,Crude Oil,Energy,76.18
10/4/2018,Gasoline,Energy,2.10
10/4/2018,Gold,Precious Metals,1201.60
10/4/2018,Heating Oil,Energy,2.40
10/4/2018,Natural Gas,Energy,2.57
10/4/2018,Platinum,Precious Metals,824.50
10/4/2018,Rice,Agriculture,10.49
10/4/2018,Silver,Precious Metals,14.59
10/4/2018,Soybeans,Agriculture,861.50
10/4/2018,Wheat,Agriculture,515.25
10/5/2018,Crude Oil,Energy,74.67
10/5/2018,Gasoline,Energy,2.09
10/5/2018,Gold,Precious Metals,1205.60
10/5/2018,Heating Oil,Energy,2.39
10/5/2018,Natural Gas,Energy,2.65
10/5/2018,Platinum,Precious Metals,824.50
10/5/2018,Rice,Agriculture,10.78
10/5/2018,Silver,Precious Metals,14.65
10/5/2018,Soybeans,Agriculture,859.25
10/5/2018,Wheat,Agriculture,518.00
10/8/2018,Crude Oil,Energy,74.40
10/8/2018,Gasoline,Energy,2.09
10/8/2018,Gold,Precious Metals,1184.40
10/8/2018,Heating Oil,Energy,2.39
10/8/2018,Natural Gas,Energy,2.74
10/8/2018,Platinum,Precious Metals,814.10
10/8/2018,Rice,Agriculture,10.82
10/8/2018,Silver,Precious Metals,14.26
10/8/2018,Soybeans,Agriculture,869.00
10/8/2018,Wheat,Agriculture,521.00
10/9/2018,Crude Oil,Energy,74.21
10/9/2018,Gasoline,Energy,2.08
10/9/2018,Gold,Precious Metals,1191.50
10/9/2018,Heating Oil,Energy,2.42
10/9/2018,Natural Gas,Energy,2.71
10/9/2018,Platinum,Precious Metals,828.90
10/9/2018,Rice,Agriculture,10.88
10/9/2018,Silver,Precious Metals,14.40
10/9/2018,Soybeans,Agriculture,869.75
10/9/2018,Wheat,Agriculture,514.00
10/10/2018,Crude Oil,Energy,74.66
10/10/2018,Gasoline,Energy,2.02
10/10/2018,Gold,Precious Metals,1193.40
10/10/2018,Heating Oil,Energy,2.39
10/10/2018,Natural Gas,Energy,2.61
10/10/2018,Platinum,Precious Metals,827.30
10/10/2018,Rice,Agriculture,10.95
10/10/2018,Silver,Precious Metals,14.33
10/10/2018,Soybeans,Agriculture,863.00
10/10/2018,Wheat,Agriculture,515.00
10/11/2018,Crude Oil,Energy,72.68
10/11/2018,Gasoline,Energy,1.93
10/11/2018,Gold,Precious Metals,1227.60
10/11/2018,Heating Oil,Energy,2.33
10/11/2018,Natural Gas,Energy,2.74
10/11/2018,Platinum,Precious Metals,846.60
10/11/2018,Rice,Agriculture,10.94
10/11/2018,Silver,Precious Metals,14.61
10/11/2018,Soybeans,Agriculture,852.25
10/11/2018,Wheat,Agriculture,510.50
10/12/2018,Crude Oil,Energy,70.99
10/12/2018,Gasoline,Energy,1.94
10/12/2018,Gold,Precious Metals,1222.00
10/12/2018,Heating Oil,Energy,2.32
10/12/2018,Natural Gas,Energy,2.59
10/12/2018,Platinum,Precious Metals,840.00
10/12/2018,Rice,Agriculture,10.69
10/12/2018,Silver,Precious Metals,14.64
10/12/2018,Soybeans,Agriculture,858.25
10/12/2018,Wheat,Agriculture,508.00
10/15/2018,Crude Oil,Energy,71.85
10/15/2018,Gasoline,Energy,1.94
10/15/2018,Gold,Precious Metals,1226.40
10/15/2018,Heating Oil,Energy,2.33
10/15/2018,Natural Gas,Energy,2.62
10/15/2018,Platinum,Precious Metals,842.50
10/15/2018,Rice,Agriculture,10.69
10/15/2018,Silver,Precious Metals,14.66
10/15/2018,Soybeans,Agriculture,867.50
10/15/2018,Wheat,Agriculture,517.25
10/16/2018,Crude Oil,Energy,71.72
10/16/2018,Gasoline,Energy,1.97
10/16/2018,Gold,Precious Metals,1231.00
10/16/2018,Heating Oil,Energy,2.34
10/16/2018,Natural Gas,Energy,2.50
10/16/2018,Platinum,Precious Metals,846.70
10/16/2018,Rice,Agriculture,10.75
10/16/2018,Silver,Precious Metals,14.70
10/16/2018,Soybeans,Agriculture,891.50
10/16/2018,Wheat,Agriculture,525.00
10/17/2018,Crude Oil,Energy,72.17
10/17/2018,Gasoline,Energy,1.92
10/17/2018,Gold,Precious Metals,1227.40
10/17/2018,Heating Oil,Energy,2.31
10/17/2018,Natural Gas,Energy,2.43
10/17/2018,Platinum,Precious Metals,840.60
10/17/2018,Rice,Agriculture,11.08
10/17/2018,Silver,Precious Metals,14.66
10/17/2018,Soybeans,Agriculture,884.75
10/17/2018,Wheat,Agriculture,523.50
10/18/2018,Crude Oil,Energy,70.03
10/18/2018,Gasoline,Energy,1.89
10/18/2018,Gold,Precious Metals,1230.10
10/18/2018,Heating Oil,Energy,2.30
10/18/2018,Natural Gas,Energy,2.51
10/18/2018,Platinum,Precious Metals,831.70
10/18/2018,Rice,Agriculture,11.15
10/18/2018,Silver,Precious Metals,14.60
10/18/2018,Soybeans,Agriculture,885.75
10/18/2018,Wheat,Agriculture,517.50
10/19/2018,Crude Oil,Energy,68.68
10/19/2018,Gasoline,Energy,1.91
10/19/2018,Gold,Precious Metals,1228.70
10/19/2018,Heating Oil,Energy,2.30
10/19/2018,Natural Gas,Energy,2.49
10/19/2018,Platinum,Precious Metals,836.00
10/19/2018,Rice,Agriculture,11.17
10/19/2018,Silver,Precious Metals,14.65
10/19/2018,Soybeans,Agriculture,863.50
10/19/2018,Wheat,Agriculture,513.00
10/22/2018,Crude Oil,Energy,69.41
10/22/2018,Gasoline,Energy,1.91
10/22/2018,Gold,Precious Metals,1224.60
10/22/2018,Heating Oil,Energy,2.32
10/22/2018,Natural Gas,Energy,2.47
10/22/2018,Platinum,Precious Metals,822.50
10/22/2018,Rice,Agriculture,11.23
10/22/2018,Silver,Precious Metals,14.59
10/22/2018,Soybeans,Agriculture,856.75
10/22/2018,Wheat,Agriculture,514.75
10/23/2018,Crude Oil,Energy,69.55
10/23/2018,Gasoline,Energy,1.83
10/23/2018,Gold,Precious Metals,1236.80
10/23/2018,Heating Oil,Energy,2.25
10/23/2018,Natural Gas,Energy,2.39
10/23/2018,Platinum,Precious Metals,835.40
10/23/2018,Rice,Agriculture,11.04
10/23/2018,Silver,Precious Metals,14.79
10/23/2018,Soybeans,Agriculture,858.50
10/23/2018,Wheat,Agriculture,508.00
10/24/2018,Crude Oil,Energy,66.17
10/24/2018,Gasoline,Energy,1.82
10/24/2018,Gold,Precious Metals,1231.10
10/24/2018,Heating Oil,Energy,2.25
10/24/2018,Natural Gas,Energy,2.34
10/24/2018,Platinum,Precious Metals,831.50
10/24/2018,Rice,Agriculture,11.03
10/24/2018,Silver,Precious Metals,14.68
10/24/2018,Soybeans,Agriculture,871.00
10/24/2018,Wheat,Agriculture,509.00
10/25/2018,Crude Oil,Energy,66.36
10/25/2018,Gasoline,Energy,1.81
10/25/2018,Gold,Precious Metals,1232.40
10/25/2018,Heating Oil,Energy,2.28
10/25/2018,Natural Gas,Energy,2.28
10/25/2018,Platinum,Precious Metals,831.90
10/25/2018,Rice,Agriculture,11.06
10/25/2018,Silver,Precious Metals,14.63
10/25/2018,Soybeans,Agriculture,863.50
10/25/2018,Wheat,Agriculture,499.50
10/26/2018,Crude Oil,Energy,66.95
10/26/2018,Gasoline,Energy,1.81
10/26/2018,Gold,Precious Metals,1235.80
10/26/2018,Heating Oil,Energy,2.30
10/26/2018,Natural Gas,Energy,2.34
10/26/2018,Platinum,Precious Metals,834.40
10/26/2018,Rice,Agriculture,10.98
10/26/2018,Silver,Precious Metals,14.70
10/26/2018,Soybeans,Agriculture,854.50
10/26/2018,Wheat,Agriculture,487.25
10/29/2018,Crude Oil,Energy,67.55
10/29/2018,Gasoline,Energy,1.82
10/29/2018,Gold,Precious Metals,1227.60
10/29/2018,Heating Oil,Energy,2.28
10/29/2018,Natural Gas,Energy,2.25
10/29/2018,Platinum,Precious Metals,836.90
10/29/2018,Rice,Agriculture,10.93
10/29/2018,Silver,Precious Metals,14.44
10/29/2018,Soybeans,Agriculture,857.75
10/29/2018,Wheat,Agriculture,505.25
10/30/2018,Crude Oil,Energy,66.68
10/30/2018,Gasoline,Energy,1.80
10/30/2018,Gold,Precious Metals,1225.30
10/30/2018,Heating Oil,Energy,2.26
10/30/2018,Natural Gas,Energy,2.37
10/30/2018,Platinum,Precious Metals,839.00
10/30/2018,Rice,Agriculture,10.63
10/30/2018,Silver,Precious Metals,14.46
10/30/2018,Soybeans,Agriculture,852.25
10/30/2018,Wheat,Agriculture,507.25
10/31/2018,Crude Oil,Energy,66.32
10/31/2018,Gasoline,Energy,1.75
10/31/2018,Gold,Precious Metals,1215.00
10/31/2018,Heating Oil,Energy,2.25
10/31/2018,Natural Gas,Energy,2.29
10/31/2018,Platinum,Precious Metals,843.00
10/31/2018,Rice,Agriculture,10.44
10/31/2018,Silver,Precious Metals,14.28
10/31/2018,Soybeans,Agriculture,847.00
10/31/2018,Wheat,Agriculture,499.75
11/1/2018,Crude Oil,Energy,64.88
11/1/2018,Gasoline,Energy,1.72
11/1/2018,Gold,Precious Metals,1238.60
11/1/2018,Heating Oil,Energy,2.20
11/1/2018,Natural Gas,Energy,2.19
11/1/2018,Platinum,Precious Metals,862.80
11/1/2018,Rice,Agriculture,10.56
11/1/2018,Silver,Precious Metals,14.78
11/1/2018,Soybeans,Agriculture,851.75
11/1/2018,Wheat,Agriculture,500.50
11/2/2018,Crude Oil,Energy,63.50
11/2/2018,Gasoline,Energy,1.71
11/2/2018,Gold,Precious Metals,1233.30
11/2/2018,Heating Oil,Energy,2.17
11/2/2018,Natural Gas,Energy,2.04
11/2/2018,Platinum,Precious Metals,875.70
11/2/2018,Rice,Agriculture,10.66
11/2/2018,Silver,Precious Metals,14.76
11/2/2018,Soybeans,Agriculture,882.00
11/2/2018,Wheat,Agriculture,508.00
11/5/2018,Crude Oil,Energy,62.99
11/5/2018,Gasoline,Energy,1.69
11/5/2018,Gold,Precious Metals,1232.30
11/5/2018,Heating Oil,Energy,2.20
11/5/2018,Natural Gas,Energy,2.07
11/5/2018,Platinum,Precious Metals,869.40
11/5/2018,Rice,Agriculture,10.75
11/5/2018,Silver,Precious Metals,14.65
11/5/2018,Soybeans,Agriculture,887.75
11/5/2018,Wheat,Agriculture,508.75
11/6/2018,Crude Oil,Energy,62.70
11/6/2018,Gasoline,Energy,1.69
11/6/2018,Gold,Precious Metals,1226.30
11/6/2018,Heating Oil,Energy,2.19
11/6/2018,Natural Gas,Energy,1.98
11/6/2018,Platinum,Precious Metals,871.50
11/6/2018,Rice,Agriculture,10.80
11/6/2018,Silver,Precious Metals,14.50
11/6/2018,Soybeans,Agriculture,885.75
11/6/2018,Wheat,Agriculture,507.25
11/7/2018,Crude Oil,Energy,61.74
11/7/2018,Gasoline,Energy,1.65
11/7/2018,Gold,Precious Metals,1228.70
11/7/2018,Heating Oil,Energy,2.24
11/7/2018,Natural Gas,Energy,2.01
11/7/2018,Platinum,Precious Metals,878.80
11/7/2018,Rice,Agriculture,10.70
11/7/2018,Silver,Precious Metals,14.57
11/7/2018,Soybeans,Agriculture,884.25
11/7/2018,Wheat,Agriculture,512.00
11/8/2018,Crude Oil,Energy,61.64
11/8/2018,Gasoline,Energy,1.64
11/8/2018,Gold,Precious Metals,1225.10
11/8/2018,Heating Oil,Energy,2.17
11/8/2018,Natural Gas,Energy,1.93
11/8/2018,Platinum,Precious Metals,870.30
11/8/2018,Rice,Agriculture,10.73
11/8/2018,Silver,Precious Metals,14.42
11/8/2018,Soybeans,Agriculture,879.50
11/8/2018,Wheat,Agriculture,510.25
11/9/2018,Crude Oil,Energy,60.75
11/9/2018,Gasoline,Energy,1.62
11/9/2018,Gold,Precious Metals,1208.60
11/9/2018,Heating Oil,Energy,2.17
11/9/2018,Natural Gas,Energy,1.91
11/9/2018,Platinum,Precious Metals,856.00
11/9/2018,Rice,Agriculture,10.64
11/9/2018,Silver,Precious Metals,14.14
11/9/2018,Soybeans,Agriculture,879.00
11/9/2018,Wheat,Agriculture,507.75
11/12/2018,Crude Oil,Energy,60.70
11/12/2018,Gasoline,Energy,1.64
11/12/2018,Gold,Precious Metals,1201.30
11/12/2018,Heating Oil,Energy,2.16
11/12/2018,Natural Gas,Energy,1.95
11/12/2018,Platinum,Precious Metals,841.70
11/12/2018,Rice,Agriculture,10.62
11/12/2018,Silver,Precious Metals,13.97
11/12/2018,Soybeans,Agriculture,886.75
11/12/2018,Wheat,Agriculture,502.00
11/13/2018,Crude Oil,Energy,58.88
11/13/2018,Gasoline,Energy,1.54
11/13/2018,Gold,Precious Metals,1199.20
11/13/2018,Heating Oil,Energy,2.06
11/13/2018,Natural Gas,Energy,1.95
11/13/2018,Platinum,Precious Metals,837.10
11/13/2018,Rice,Agriculture,10.65
11/13/2018,Silver,Precious Metals,13.95
11/13/2018,Soybeans,Agriculture,883.25
11/13/2018,Wheat,Agriculture,519.75
11/14/2018,Crude Oil,Energy,55.27
11/14/2018,Gasoline,Energy,1.55
11/14/2018,Gold,Precious Metals,1210.10
11/14/2018,Heating Oil,Energy,2.09
11/14/2018,Natural Gas,Energy,2.02
11/14/2018,Platinum,Precious Metals,833.80
11/14/2018,Rice,Agriculture,10.90
11/14/2018,Silver,Precious Metals,14.08
11/14/2018,Soybeans,Agriculture,878.25
11/14/2018,Wheat,Agriculture,507.75
11/15/2018,Crude Oil,Energy,56.02
11/15/2018,Gasoline,Energy,1.55
11/15/2018,Gold,Precious Metals,1215.00
11/15/2018,Heating Oil,Energy,2.07
11/15/2018,Natural Gas,Energy,1.98
11/15/2018,Platinum,Precious Metals,845.30
11/15/2018,Rice,Agriculture,10.87
11/15/2018,Silver,Precious Metals,14.26
11/15/2018,Soybeans,Agriculture,883.50
11/15/2018,Wheat,Agriculture,512.00
11/16/2018,Crude Oil,Energy,56.58
11/16/2018,Gasoline,Energy,1.57
11/16/2018,Gold,Precious Metals,1223.00
11/16/2018,Heating Oil,Energy,2.07
11/16/2018,Natural Gas,Energy,1.98
11/16/2018,Platinum,Precious Metals,846.60
11/16/2018,Rice,Agriculture,10.74
11/16/2018,Silver,Precious Metals,14.38
11/16/2018,Soybeans,Agriculture,888.75
11/16/2018,Wheat,Agriculture,514.75
11/19/2018,Crude Oil,Energy,56.72
11/19/2018,Gasoline,Energy,1.57
11/19/2018,Gold,Precious Metals,1225.30
11/19/2018,Heating Oil,Energy,2.08
11/19/2018,Natural Gas,Energy,1.98
11/19/2018,Platinum,Precious Metals,857.60
11/19/2018,Rice,Agriculture,10.89
11/19/2018,Silver,Precious Metals,14.40
11/19/2018,Soybeans,Agriculture,892.25
11/19/2018,Wheat,Agriculture,515.25
11/20/2018,Crude Oil,Energy,57.39
11/20/2018,Gasoline,Energy,1.48
11/20/2018,Gold,Precious Metals,1221.20
11/20/2018,Heating Oil,Energy,1.98
11/20/2018,Natural Gas,Energy,2.03
11/20/2018,Platinum,Precious Metals,847.00
11/20/2018,Rice,Agriculture,10.77
11/20/2018,Silver,Precious Metals,14.27
11/20/2018,Soybeans,Agriculture,873.75
11/20/2018,Wheat,Agriculture,506.50
11/21/2018,Crude Oil,Energy,54.66
11/21/2018,Gasoline,Energy,1.51
11/21/2018,Gold,Precious Metals,1225.80
11/21/2018,Heating Oil,Energy,1.97
11/21/2018,Natural Gas,Energy,2.11
11/21/2018,Platinum,Precious Metals,848.10
11/21/2018,Rice,Agriculture,10.74
11/21/2018,Silver,Precious Metals,14.48
11/21/2018,Soybeans,Agriculture,881.00
11/21/2018,Wheat,Agriculture,508.50
11/23/2018,Crude Oil,Energy,53.87
11/23/2018,Gasoline,Energy,1.38
11/23/2018,Gold,Precious Metals,1223.20
11/23/2018,Heating Oil,Energy,1.87
11/23/2018,Natural Gas,Energy,2.09
11/23/2018,Platinum,Precious Metals,845.00
11/23/2018,Rice,Agriculture,10.79
11/23/2018,Silver,Precious Metals,14.37
11/23/2018,Soybeans,Agriculture,883.00
11/23/2018,Wheat,Agriculture,506.75
11/26/2018,Crude Oil,Energy,50.62
11/26/2018,Gasoline,Energy,1.42
11/26/2018,Gold,Precious Metals,1228.70
11/26/2018,Heating Oil,Energy,1.89
11/26/2018,Natural Gas,Energy,2.14
11/26/2018,Platinum,Precious Metals,847.80
11/26/2018,Rice,Agriculture,10.76
11/26/2018,Silver,Precious Metals,14.34
11/26/2018,Soybeans,Agriculture,881.00
11/26/2018,Wheat,Agriculture,507.25
11/27/2018,Crude Oil,Energy,51.54
11/27/2018,Gasoline,Energy,1.40
11/27/2018,Gold,Precious Metals,1219.90
11/27/2018,Heating Oil,Energy,1.88
11/27/2018,Natural Gas,Energy,2.19
11/27/2018,Platinum,Precious Metals,835.30
11/27/2018,Rice,Agriculture,10.75
11/27/2018,Silver,Precious Metals,14.22
11/27/2018,Soybeans,Agriculture,862.25
11/27/2018,Wheat,Agriculture,514.00
11/28/2018,Crude Oil,Energy,52.09
11/28/2018,Gasoline,Energy,1.38
11/28/2018,Gold,Precious Metals,1229.80
11/28/2018,Heating Oil,Energy,1.84
11/28/2018,Natural Gas,Energy,2.15
11/28/2018,Platinum,Precious Metals,826.30
11/28/2018,Rice,Agriculture,10.85
11/28/2018,Silver,Precious Metals,14.46
11/28/2018,Soybeans,Agriculture,875.50
11/28/2018,Wheat,Agriculture,506.50
11/29/2018,Crude Oil,Energy,50.31
11/29/2018,Gasoline,Energy,1.43
11/29/2018,Gold,Precious Metals,1230.40
11/29/2018,Heating Oil,Energy,1.84
11/29/2018,Natural Gas,Energy,2.13
11/29/2018,Platinum,Precious Metals,820.90
11/29/2018,Rice,Agriculture,10.82
11/29/2018,Silver,Precious Metals,14.40
11/29/2018,Soybeans,Agriculture,890.50
11/29/2018,Wheat,Agriculture,511.50
11/30/2018,Crude Oil,Energy,51.27
11/30/2018,Gasoline,Energy,1.40
11/30/2018,Gold,Precious Metals,1226.00
11/30/2018,Heating Oil,Energy,1.83
11/30/2018,Natural Gas,Energy,2.15
11/30/2018,Platinum,Precious Metals,799.80
11/30/2018,Rice,Agriculture,10.92
11/30/2018,Silver,Precious Metals,14.22
11/30/2018,Soybeans,Agriculture,887.25
11/30/2018,Wheat,Agriculture,507.75
12/3/2018,Crude Oil,Energy,52.45
12/3/2018,Gasoline,Energy,1.43
12/3/2018,Gold,Precious Metals,1239.60
12/3/2018,Heating Oil,Energy,1.89
12/3/2018,Natural Gas,Energy,2.19
12/3/2018,Platinum,Precious Metals,810.70
12/3/2018,Rice,Agriculture,10.89
12/3/2018,Silver,Precious Metals,14.50
12/3/2018,Soybeans,Agriculture,894.75
12/3/2018,Wheat,Agriculture,515.75
12/4/2018,Crude Oil,Energy,53.13
12/4/2018,Gasoline,Energy,1.44
12/4/2018,Gold,Precious Metals,1246.60
12/4/2018,Heating Oil,Energy,1.90
12/4/2018,Natural Gas,Energy,2.21
12/4/2018,Platinum,Precious Metals,804.20
12/4/2018,Rice,Agriculture,10.98
12/4/2018,Silver,Precious Metals,14.64
12/4/2018,Soybeans,Agriculture,905.75
12/4/2018,Wheat,Agriculture,521.25
12/5/2018,Crude Oil,Energy,52.59
12/5/2018,Gasoline,Energy,1.45
12/5/2018,Gold,Precious Metals,1242.60
12/5/2018,Heating Oil,Energy,1.89
12/5/2018,Natural Gas,Energy,2.23
12/5/2018,Platinum,Precious Metals,802.00
12/5/2018,Rice,Agriculture,10.82
12/5/2018,Silver,Precious Metals,14.58
12/5/2018,Soybeans,Agriculture,913.50
12/5/2018,Wheat,Agriculture,518.00
12/6/2018,Crude Oil,Energy,52.93
12/6/2018,Gasoline,Energy,1.43
12/6/2018,Gold,Precious Metals,1243.60
12/6/2018,Heating Oil,Energy,1.86
12/6/2018,Natural Gas,Energy,2.28
12/6/2018,Platinum,Precious Metals,789.60
12/6/2018,Rice,Agriculture,10.83
12/6/2018,Silver,Precious Metals,14.51
12/6/2018,Soybeans,Agriculture,909.50
12/6/2018,Wheat,Agriculture,515.50
12/7/2018,Crude Oil,Energy,51.76
12/7/2018,Gasoline,Energy,1.49
12/7/2018,Gold,Precious Metals,1252.60
12/7/2018,Heating Oil,Energy,1.89
12/7/2018,Natural Gas,Energy,2.27
12/7/2018,Platinum,Precious Metals,790.40
12/7/2018,Rice,Agriculture,10.77
12/7/2018,Silver,Precious Metals,14.70
12/7/2018,Soybeans,Agriculture,916.75
12/7/2018,Wheat,Agriculture,531.25
12/10/2018,Crude Oil,Energy,52.03
12/10/2018,Gasoline,Energy,1.42
12/10/2018,Gold,Precious Metals,1249.40
12/10/2018,Heating Oil,Energy,1.84
12/10/2018,Natural Gas,Energy,2.36
12/10/2018,Platinum,Precious Metals,782.10
12/10/2018,Rice,Agriculture,10.67
12/10/2018,Silver,Precious Metals,14.61
12/10/2018,Soybeans,Agriculture,909.75
12/10/2018,Wheat,Agriculture,525.25
12/11/2018,Crude Oil,Energy,50.89
12/11/2018,Gasoline,Energy,1.44
12/11/2018,Gold,Precious Metals,1247.20
12/11/2018,Heating Oil,Energy,1.85
12/11/2018,Natural Gas,Energy,2.34
12/11/2018,Platinum,Precious Metals,785.50
12/11/2018,Rice,Agriculture,10.65
12/11/2018,Silver,Precious Metals,14.63
12/11/2018,Soybeans,Agriculture,915.00
12/11/2018,Wheat,Agriculture,521.00
12/12/2018,Crude Oil,Energy,51.95
12/12/2018,Gasoline,Energy,1.42
12/12/2018,Gold,Precious Metals,1250.00
12/12/2018,Heating Oil,Energy,1.85
12/12/2018,Natural Gas,Energy,2.35
12/12/2018,Platinum,Precious Metals,807.10
12/12/2018,Rice,Agriculture,10.55
12/12/2018,Silver,Precious Metals,14.85
12/12/2018,Soybeans,Agriculture,920.00
12/12/2018,Wheat,Agriculture,526.50
12/13/2018,Crude Oil,Energy,51.20
12/13/2018,Gasoline,Energy,1.48
12/13/2018,Gold,Precious Metals,1247.40
12/13/2018,Heating Oil,Energy,1.88
12/13/2018,Natural Gas,Energy,2.33
12/13/2018,Platinum,Precious Metals,797.50
12/13/2018,Rice,Agriculture,10.45
12/13/2018,Silver,Precious Metals,14.86
12/13/2018,Soybeans,Agriculture,920.50
12/13/2018,Wheat,Agriculture,536.00
12/14/2018,Crude Oil,Energy,52.83
12/14/2018,Gasoline,Energy,1.44
12/14/2018,Gold,Precious Metals,1241.40
12/14/2018,Heating Oil,Energy,1.85
12/14/2018,Natural Gas,Energy,2.28
12/14/2018,Platinum,Precious Metals,785.30
12/14/2018,Rice,Agriculture,10.58
12/14/2018,Silver,Precious Metals,14.64
12/14/2018,Soybeans,Agriculture,913.75
12/14/2018,Wheat,Agriculture,530.00
12/17/2018,Crude Oil,Energy,51.25
12/17/2018,Gasoline,Energy,1.41
12/17/2018,Gold,Precious Metals,1251.80
